country,year,sex,age,suicides_no,population
Antigua And Barbuda,2006,male,5-14 years,0.0,8485.0
Antigua And Barbuda,2006,male,55-74 years,0.0,3847.0
Antigua And Barbuda,2006,male,75+ years,0.0,1107.0
Antigua And Barbuda,2007,female,15-24 years,0.0,8013.0
Antigua And Barbuda,2007,female,25-34 years,0.0,6962.0
Antigua And Barbuda,2007,female,35-54 years,0.0,13860.0
Antigua And Barbuda,2007,female,5-14 years,0.0,8555.0
Antigua And Barbuda,2007,female,55-74 years,0.0,4400.0
Antigua And Barbuda,2007,female,75+ years,0.0,1568.0
Antigua And Barbuda,2007,male,15-24 years,0.0,7330.0
Antigua And Barbuda,2007,male,25-34 years,0.0,6267.0
Antigua And Barbuda,2007,male,35-54 years,1.0,12530.0
Antigua And Barbuda,2007,male,5-14 years,0.0,8564.0
Antigua And Barbuda,2007,male,55-74 years,0.0,3988.0
Antigua And Barbuda,2007,male,75+ years,0.0,1094.0
Antigua And Barbuda,2008,female,15-24 years,0.0,8108.0
Antigua And Barbuda,2008,female,25-34 years,0.0,6910.0
Antigua And Barbuda,2008,female,35-54 years,0.0,14278.0
Antigua And Barbuda,2008,female,5-14 years,0.0,8537.0
Antigua And Barbuda,2008,female,55-74 years,0.0,4587.0
Antigua And Barbuda,2008,female,75+ years,0.0,1567.0
Antigua And Barbuda,2008,male,15-24 years,0.0,7404.0
Antigua And Barbuda,2008,male,25-34 years,0.0,6274.0
Antigua And Barbuda,2008,male,35-54 years,0.0,12782.0
Antigua And Barbuda,2008,male,5-14 years,0.0,8599.0
Antigua And Barbuda,2008,male,55-74 years,0.0,4158.0
Antigua And Barbuda,2008,male,75+ years,0.0,1069.0
Antigua And Barbuda,2009,female,15-24 years,0.0,8199.0
Antigua And Barbuda,2009,female,25-34 years,0.0,6917.0
Antigua And Barbuda,2009,female,35-54 years,0.0,14629.0
Antigua And Barbuda,2009,female,5-14 years,0.0,8514.0
Antigua And Barbuda,2009,female,55-74 years,0.0,4793.0
Antigua And Barbuda,2009,female,75+ years,0.0,1571.0
Antigua And Barbuda,2009,male,15-24 years,0.0,7489.0
Antigua And Barbuda,2009,male,25-34 years,0.0,6325.0
Antigua And Barbuda,2009,male,35-54 years,0.0,12978.0
Antigua And Barbuda,2009,male,5-14 years,0.0,8599.0
Antigua And Barbuda,2009,male,55-74 years,0.0,4349.0
Antigua And Barbuda,2009,male,75+ years,0.0,1042.0
Antigua And Barbuda,2012,female,15-24 years,0.0,8435.0
Antigua And Barbuda,2012,female,25-34 years,0.0,7215.0
Antigua And Barbuda,2012,female,35-54 years,0.0,15193.0
Antigua And Barbuda,2012,female,5-14 years,0.0,8401.0
Antigua And Barbuda,2012,female,55-74 years,0.0,5512.0
Antigua And Barbuda,2012,female,75+ years,0.0,1625.0
Antigua And Barbuda,2012,male,15-24 years,0.0,7893.0
Antigua And Barbuda,2012,male,25-34 years,0.0,6629.0
Antigua And Barbuda,2012,male,35-54 years,0.0,13280.0
Antigua And Barbuda,2012,male,5-14 years,0.0,8475.0
Antigua And Barbuda,2012,male,55-74 years,0.0,4994.0
Antigua And Barbuda,2012,male,75+ years,0.0,1051.0
Antigua And Barbuda,2013,female,15-24 years,0.0,8494.0
Antigua And Barbuda,2013,female,25-34 years,0.0,7397.0
Antigua And Barbuda,2013,female,35-54 years,0.0,15236.0
Antigua And Barbuda,2013,female,5-14 years,0.0,8353.0
Antigua And Barbuda,2013,female,55-74 years,0.0,5787.0
Antigua And Barbuda,2013,female,75+ years,0.0,1652.0
Antigua And Barbuda,2013,male,15-24 years,0.0,8061.0
Antigua And Barbuda,2013,male,25-34 years,0.0,6782.0
Antigua And Barbuda,2013,male,35-54 years,0.0,13302.0
Antigua And Barbuda,2013,male,5-14 years,0.0,8405.0
Antigua And Barbuda,2013,male,55-74 years,0.0,5238.0
Antigua And Barbuda,2013,male,75+ years,0.0,1072.0
Antigua And Barbuda,2014,female,15-24 years,0.0,8537.0
Antigua And Barbuda,2014,female,25-34 years,0.0,7578.0
Antigua And Barbuda,2014,female,35-54 years,0.0,15273.0
Antigua And Barbuda,2014,female,5-14 years,0.0,8296.0
Antigua And Barbuda,2014,female,55-74 years,0.0,6085.0
Antigua And Barbuda,2014,female,75+ years,0.0,1686.0
Antigua And Barbuda,2014,male,15-24 years,0.0,8208.0
Antigua And Barbuda,2014,male,25-34 years,0.0,6928.0
Antigua And Barbuda,2014,male,35-54 years,0.0,13325.0
Antigua And Barbuda,2014,male,5-14 years,0.0,8335.0
Antigua And Barbuda,2014,male,55-74 years,0.0,5503.0
Antigua And Barbuda,2014,male,75+ years,0.0,1083.0
Antigua And Barbuda,2015,female,15-24 years,0.0,8561.0
Antigua And Barbuda,2015,female,25-34 years,0.0,7740.0
Antigua And Barbuda,2015,female,35-54 years,0.0,15323.0
Antigua And Barbuda,2015,female,5-14 years,0.0,8239.0
Antigua And Barbuda,2015,female,55-74 years,1.0,6403.0
Antigua And Barbuda,2015,female,75+ years,0.0,1724.0
Antigua And Barbuda,2015,male,15-24 years,0.0,8331.0
Antigua And Barbuda,2015,male,25-34 years,0.0,7059.0
Antigua And Barbuda,2015,male,35-54 years,0.0,13370.0
Antigua And Barbuda,2015,male,5-14 years,0.0,8268.0
Antigua And Barbuda,2015,male,55-74 years,0.0,5784.0
Antigua And Barbuda,2015,male,75+ years,0.0,1087.0
Argentina,1979,female,15-24 years,105.0,2343000.0
Argentina,1979,female,25-34 years,95.0,1951000.0
Argentina,1979,female,35-54 years,136.0,3295000.0
Argentina,1979,female,5-14 years,15.0,2517000.0
Argentina,1979,female,55-74 years,124.0,2026000.0
Argentina,1979,female,75+ years,33.0,400000.0
Argentina,1979,male,15-24 years,141.0,2415000.0
Argentina,1979,male,25-34 years,187.0,1993000.0
Argentina,1979,male,35-54 years,421.0,3299000.0
Argentina,1979,male,5-14 years,12.0,2598000.0
Argentina,1979,male,55-74 years,395.0,1852000.0
Argentina,1979,male,75+ years,138.0,297000.0
Argentina,1980,female,15-24 years,111.0,2286800.0
Argentina,1980,female,25-34 years,90.0,2066500.0
Argentina,1980,female,35-54 years,144.0,3148900.0
Argentina,1980,female,5-14 years,18.0,2592500.0
Argentina,1980,female,55-74 years,135.0,2025100.0
Argentina,1980,female,75+ years,34.0,470800.0
Argentina,1980,male,15-24 years,138.0,2266300.0
Argentina,1980,male,25-34 years,198.0,2037200.0
Argentina,1980,male,35-54 years,447.0,3086700.0
Argentina,1980,male,5-14 years,6.0,2647400.0
Argentina,1980,male,55-74 years,489.0,1766100.0
Argentina,1980,male,75+ years,162.0,312300.0
Argentina,1981,female,15-24 years,100.0,2273000.0
Argentina,1981,female,25-34 years,78.0,2049000.0
Argentina,1981,female,35-54 years,191.0,3174900.0
Argentina,1981,female,5-14 years,14.0,2581800.0
Argentina,1981,female,55-74 years,129.0,2083200.0
Argentina,1981,female,75+ years,27.0,434400.0
Argentina,1981,male,15-24 years,171.0,2334400.0
Argentina,1981,male,25-34 years,224.0,2102200.0
Argentina,1981,male,35-54 years,547.0,3159800.0
Argentina,1981,male,5-14 years,12.0,2657400.0
Argentina,1981,male,55-74 years,537.0,1834200.0
Argentina,1981,male,75+ years,167.0,311500.0
Argentina,1982,female,15-24 years,95.0,2383000.0
Argentina,1982,female,25-34 years,75.0,2131000.0
Argentina,1982,female,35-54 years,124.0,3341000.0
Argentina,1982,female,5-14 years,6.0,2607000.0
Argentina,1982,female,55-74 years,157.0,2229000.0
Argentina,1982,female,75+ years,32.0,484000.0
Argentina,1982,male,15-24 years,151.0,2472000.0
Argentina,1982,male,25-34 years,207.0,2198000.0
Argentina,1982,male,35-54 years,450.0,3350000.0
Argentina,1982,male,5-14 years,12.0,2697000.0
Argentina,1982,male,55-74 years,483.0,1989000.0
Argentina,1982,male,75+ years,173.0,352000.0
Argentina,1983,female,15-24 years,80.0,2422000.0
Argentina,1983,female,25-34 years,65.0,2165000.0
Argentina,1983,female,35-54 years,156.0,3394000.0
Argentina,1983,female,5-14 years,9.0,2649000.0
Argentina,1983,female,55-74 years,161.0,2265000.0
Argentina,1983,female,75+ years,48.0,492000.0
Argentina,1983,male,15-24 years,146.0,2512000.0
Argentina,1983,male,25-34 years,168.0,2234000.0
Argentina,1983,male,35-54 years,338.0,3405000.0
Argentina,1983,male,5-14 years,6.0,2741000.0
Argentina,1983,male,55-74 years,502.0,2021000.0
Argentina,1983,male,75+ years,155.0,357000.0
Argentina,1984,female,15-24 years,67.0,2318000.0
Argentina,1984,female,25-34 years,59.0,2151600.0
Argentina,1984,female,35-54 years,154.0,3303700.0
Argentina,1984,female,5-14 years,4.0,2909800.0
Argentina,1984,female,55-74 years,161.0,2268500.0
Argentina,1984,female,75+ years,33.0,528700.0
Argentina,1984,male,15-24 years,132.0,2378000.0
Argentina,1984,male,25-34 years,163.0,2199800.0
Argentina,1984,male,35-54 years,415.0,3294800.0
Argentina,1984,male,5-14 years,15.0,2997300.0
Argentina,1984,male,55-74 years,494.0,1966200.0
Argentina,1984,male,75+ years,176.0,357500.0
Argentina,1985,female,15-24 years,69.0,2354200.0
Argentina,1985,female,25-34 years,65.0,2185200.0
Argentina,1985,female,35-54 years,142.0,3355300.0
Argentina,1985,female,5-14 years,11.0,2955200.0
Argentina,1985,female,55-74 years,210.0,2304000.0
Argentina,1985,female,75+ years,41.0,537000.0
Argentina,1985,male,15-24 years,156.0,2415200.0
Argentina,1985,male,25-34 years,177.0,2234200.0
Argentina,1985,male,35-54 years,414.0,3346300.0
Argentina,1985,male,5-14 years,16.0,3044200.0
Argentina,1985,male,55-74 years,485.0,1997000.0
Argentina,1985,male,75+ years,202.0,363000.0
Argentina,1986,female,15-24 years,101.0,2367600.0
Argentina,1986,female,25-34 years,96.0,2197600.0
Argentina,1986,female,35-54 years,188.0,3374300.0
Argentina,1986,female,5-14 years,7.0,2971900.0
Argentina,1986,female,55-74 years,201.0,2317100.0
Argentina,1986,female,75+ years,48.0,540200.0
Argentina,1986,male,15-24 years,186.0,2428900.0
Argentina,1986,male,25-34 years,209.0,2246900.0
Argentina,1986,male,35-54 years,478.0,3365200.0
Argentina,1986,male,5-14 years,10.0,3061400.0
Argentina,1986,male,55-74 years,530.0,2008300.0
Argentina,1986,male,75+ years,230.0,365000.0
Argentina,1987,female,15-24 years,93.0,2398400.0
Argentina,1987,female,25-34 years,89.0,2226200.0
Argentina,1987,female,35-54 years,209.0,3418300.0
Argentina,1987,female,5-14 years,14.0,3010700.0
Argentina,1987,female,55-74 years,224.0,2347300.0
Argentina,1987,female,75+ years,57.0,547000.0
Argentina,1987,male,15-24 years,179.0,2460600.0
Argentina,1987,male,25-34 years,192.0,2276200.0
Argentina,1987,male,35-54 years,482.0,3409100.0
Argentina,1987,male,5-14 years,15.0,3101300.0
Argentina,1987,male,55-74 years,532.0,2034500.0
Argentina,1987,male,75+ years,200.0,369800.0
Argentina,1988,female,15-24 years,101.0,2459000.0
Argentina,1988,female,25-34 years,61.0,2228000.0
Argentina,1988,female,35-54 years,198.0,3508000.0
Argentina,1988,female,5-14 years,11.0,3115000.0
Argentina,1988,female,55-74 years,233.0,2412000.0
Argentina,1988,female,75+ years,61.0,602000.0
Argentina,1988,male,15-24 years,211.0,2524000.0
Argentina,1988,male,25-34 years,215.0,2276000.0
Argentina,1988,male,35-54 years,477.0,3503000.0
Argentina,1988,male,5-14 years,20.0,3210000.0
Argentina,1988,male,55-74 years,550.0,2079000.0
Argentina,1988,male,75+ years,216.0,392000.0
Argentina,1989,female,15-24 years,80.0,2509000.0
Argentina,1989,female,25-34 years,83.0,2240000.0
Argentina,1989,female,35-54 years,166.0,3563000.0
Argentina,1989,female,5-14 years,11.0,3149000.0
Argentina,1989,female,55-74 years,201.0,2446000.0
Argentina,1989,female,75+ years,65.0,622000.0
Argentina,1989,male,15-24 years,186.0,2575000.0
Argentina,1989,male,25-34 years,219.0,2287000.0
Argentina,1989,male,35-54 years,462.0,3561000.0
Argentina,1989,male,5-14 years,18.0,3245000.0
Argentina,1989,male,55-74 years,548.0,2105000.0
Argentina,1989,male,75+ years,208.0,400000.0
Argentina,1990,female,15-24 years,91.0,2568000.0
Argentina,1990,female,25-34 years,76.0,2251000.0
Argentina,1990,female,35-54 years,163.0,3622000.0
Argentina,1990,female,5-14 years,14.0,3171000.0
Argentina,1990,female,55-74 years,190.0,2477000.0
Argentina,1990,female,75+ years,61.0,643000.0
Argentina,1990,male,15-24 years,174.0,2635000.0
Argentina,1990,male,25-34 years,182.0,2297000.0
Argentina,1990,male,35-54 years,439.0,3619000.0
Argentina,1990,male,5-14 years,22.0,3269000.0
Argentina,1990,male,55-74 years,502.0,2128000.0
Argentina,1990,male,75+ years,226.0,411100.0
Argentina,1991,female,15-24 years,61.0,2689000.0
Argentina,1991,female,25-34 years,77.0,2310000.0
Argentina,1991,female,35-54 years,133.0,3691000.0
Argentina,1991,female,5-14 years,9.0,3277000.0
Argentina,1991,female,55-74 years,169.0,2508000.0
Argentina,1991,female,75+ years,50.0,658000.0
Argentina,1991,male,15-24 years,179.0,2738000.0
Argentina,1991,male,25-34 years,214.0,2277000.0
Argentina,1991,male,35-54 years,398.0,3580000.0
Argentina,1991,male,5-14 years,28.0,3369000.0
Argentina,1991,male,55-74 years,449.0,2130000.0
Argentina,1991,male,75+ years,184.0,396000.0
Argentina,1992,female,15-24 years,79.0,2783500.0
Argentina,1992,female,25-34 years,79.0,2329100.0
Argentina,1992,female,35-54 years,140.0,3755500.0
Argentina,1992,female,5-14 years,13.0,3276800.0
Argentina,1992,female,55-74 years,147.0,2538400.0
Argentina,1992,female,75+ years,46.0,678000.0
Argentina,1992,male,15-24 years,249.0,2834100.0
Argentina,1992,male,25-34 years,227.0,2306200.0
Argentina,1992,male,35-54 years,488.0,3616600.0
Argentina,1992,male,5-14 years,22.0,3371800.0
Argentina,1992,male,55-74 years,500.0,2150500.0
Argentina,1992,male,75+ years,194.0,404900.0
Argentina,1993,female,15-24 years,73.0,2879300.0
Argentina,1993,female,25-34 years,76.0,2347800.0
Argentina,1993,female,35-54 years,144.0,3820400.0
Argentina,1993,female,5-14 years,16.0,3269800.0
Argentina,1993,female,55-74 years,126.0,2568300.0
Argentina,1993,female,75+ years,58.0,698400.0
Argentina,1993,male,15-24 years,235.0,2932300.0
Argentina,1993,male,25-34 years,233.0,2336300.0
Argentina,1993,male,35-54 years,495.0,3672300.0
Argentina,1993,male,5-14 years,25.0,3367500.0
Argentina,1993,male,55-74 years,520.0,2171500.0
Argentina,1993,male,75+ years,229.0,413600.0
Argentina,1994,female,15-24 years,98.0,2971300.0
Argentina,1994,female,25-34 years,72.0,2369900.0
Argentina,1994,female,35-54 years,160.0,3885600.0
Argentina,1994,female,5-14 years,11.0,3262900.0
Argentina,1994,female,55-74 years,135.0,2597400.0
Argentina,1994,female,75+ years,34.0,719700.0
Argentina,1994,male,15-24 years,250.0,3027200.0
Argentina,1994,male,25-34 years,226.0,2369000.0
Argentina,1994,male,35-54 years,527.0,3729600.0
Argentina,1994,male,5-14 years,27.0,3363000.0
Argentina,1994,male,55-74 years,509.0,2192500.0
Argentina,1994,male,75+ years,192.0,423100.0
Argentina,1995,female,15-24 years,101.0,3053300.0
Argentina,1995,female,25-34 years,62.0,2396900.0
Argentina,1995,female,35-54 years,139.0,3950100.0
Argentina,1995,female,5-14 years,19.0,3261100.0
Argentina,1995,female,55-74 years,134.0,2625900.0
Argentina,1995,female,75+ years,49.0,742200.0
Argentina,1995,male,15-24 years,277.0,3112100.0
Argentina,1995,male,25-34 years,218.0,2404900.0
Argentina,1995,male,35-54 years,485.0,3787800.0
Argentina,1995,male,5-14 years,15.0,3363300.0
Argentina,1995,male,55-74 years,515.0,2214000.0
Argentina,1995,male,75+ years,190.0,433800.0
Argentina,1996,female,15-24 years,105.0,3123600.0
Argentina,1996,female,25-34 years,52.0,2428400.0
Argentina,1996,female,35-54 years,176.0,4014100.0
Argentina,1996,female,5-14 years,9.0,3266800.0
Argentina,1996,female,55-74 years,131.0,2653800.0
Argentina,1996,female,75+ years,59.0,766100.0
Argentina,1996,male,15-24 years,280.0,3185600.0
Argentina,1996,male,25-34 years,226.0,2442900.0
Argentina,1996,male,35-54 years,524.0,3847300.0
Argentina,1996,male,5-14 years,14.0,3370400.0
Argentina,1996,male,55-74 years,464.0,2235900.0
Argentina,1996,male,75+ years,189.0,445800.0
Argentina,1997,female,15-24 years,113.0,3161000.0
Argentina,1997,female,25-34 years,72.0,2474330.0
Argentina,1997,female,35-54 years,165.0,4083427.0
Argentina,1997,female,5-14 years,11.0,3327355.0
Argentina,1997,female,55-74 years,131.0,2668528.0
Argentina,1997,female,75+ years,47.0,854095.0
Argentina,1997,male,15-24 years,260.0,3198193.0
Argentina,1997,male,25-34 years,213.0,2460112.0
Argentina,1997,male,35-54 years,501.0,3934581.0
Argentina,1997,male,5-14 years,19.0,3429860.0
Argentina,1997,male,55-74 years,457.0,2252148.0
Argentina,1997,male,75+ years,195.0,490152.0
Argentina,1998,female,15-24 years,114.0,3200362.0
Argentina,1998,female,25-34 years,52.0,2512005.0
Argentina,1998,female,35-54 years,147.0,4143203.0
Argentina,1998,female,5-14 years,20.0,3353473.0
Argentina,1998,female,55-74 years,140.0,2696429.0
Argentina,1998,female,75+ years,53.0,883724.0
Argentina,1998,male,15-24 years,327.0,3243944.0
Argentina,1998,male,25-34 years,251.0,2497189.0
Argentina,1998,male,35-54 years,508.0,3990829.0
Argentina,1998,male,5-14 years,16.0,3456965.0
Argentina,1998,male,55-74 years,518.0,2274972.0
Argentina,1998,male,75+ years,201.0,504164.0
Argentina,1999,female,15-24 years,101.0,3229424.0
Argentina,1999,female,25-34 years,50.0,2559176.0
Argentina,1999,female,35-54 years,141.0,4200203.0
Argentina,1999,female,5-14 years,20.0,3377543.0
Argentina,1999,female,55-74 years,137.0,2727054.0
Argentina,1999,female,75+ years,44.0,912898.0
Argentina,1999,male,15-24 years,355.0,3279728.0
Argentina,1999,male,25-34 years,265.0,2543861.0
Argentina,1999,male,35-54 years,545.0,4045105.0
Argentina,1999,male,5-14 years,21.0,3482230.0
Argentina,1999,male,55-74 years,540.0,2301840.0
Argentina,1999,male,75+ years,204.0,515800.0
Argentina,2000,female,15-24 years,116.0,3249247.0
Argentina,2000,female,25-34 years,63.0,2617723.0
Argentina,2000,female,35-54 years,174.0,4253771.0
Argentina,2000,female,5-14 years,21.0,3396135.0
Argentina,2000,female,55-74 years,133.0,2760512.0
Argentina,2000,female,75+ years,43.0,941957.0
Argentina,2000,male,15-24 years,463.0,3306109.0
Argentina,2000,male,25-34 years,331.0,2602314.0
Argentina,2000,male,35-54 years,578.0,4096814.0
Argentina,2000,male,5-14 years,18.0,3502413.0
Argentina,2000,male,55-74 years,602.0,2333377.0
Argentina,2000,male,75+ years,232.0,525161.0
Argentina,2001,female,15-24 years,166.0,3262682.0
Argentina,2001,female,25-34 years,82.0,2690206.0
Argentina,2001,female,35-54 years,210.0,4306817.0
Argentina,2001,female,5-14 years,24.0,3411619.0
Argentina,2001,female,55-74 years,137.0,2788628.0
Argentina,2001,female,75+ years,57.0,978346.0
Argentina,2001,male,15-24 years,518.0,3325440.0
Argentina,2001,male,25-34 years,375.0,2675285.0
Argentina,2001,male,35-54 years,625.0,4145861.0
Argentina,2001,male,5-14 years,29.0,3519935.0
Argentina,2001,male,55-74 years,659.0,2358654.0
Argentina,2001,male,75+ years,250.0,547473.0
Argentina,2002,female,15-24 years,158.0,3263542.0
Argentina,2002,female,25-34 years,91.0,2772560.0
Argentina,2002,female,35-54 years,194.0,4355651.0
Argentina,2002,female,5-14 years,23.0,3418842.0
Argentina,2002,female,55-74 years,179.0,2819507.0
Argentina,2002,female,75+ years,58.0,1012399.0
Argentina,2002,male,15-24 years,542.0,3331708.0
Argentina,2002,male,25-34 years,412.0,2758283.0
Argentina,2002,male,35-54 years,619.0,4191889.0
Argentina,2002,male,5-14 years,37.0,3529201.0
Argentina,2002,male,55-74 years,615.0,2387478.0
Argentina,2002,male,75+ years,234.0,566447.0
Argentina,2003,female,15-24 years,179.0,3258029.0
Argentina,2003,female,25-34 years,69.0,2859003.0
Argentina,2003,female,35-54 years,196.0,4402438.0
Argentina,2003,female,5-14 years,25.0,3419258.0
Argentina,2003,female,55-74 years,147.0,2854473.0
Argentina,2003,female,75+ years,68.0,1044188.0
Argentina,2003,male,15-24 years,638.0,3331226.0
Argentina,2003,male,25-34 years,456.0,2845955.0
Argentina,2003,male,35-54 years,625.0,4237124.0
Argentina,2003,male,5-14 years,37.0,3531507.0
Argentina,2003,male,55-74 years,577.0,2420864.0
Argentina,2003,male,75+ years,272.0,581842.0
Argentina,2004,female,15-24 years,159.0,3255244.0
Argentina,2004,female,25-34 years,99.0,2940630.0
Argentina,2004,female,35-54 years,185.0,4450210.0
Argentina,2004,female,5-14 years,25.0,3416244.0
Argentina,2004,female,55-74 years,136.0,2895423.0
Argentina,2004,female,75+ years,50.0,1073648.0
Argentina,2004,male,15-24 years,653.0,3333328.0
Argentina,2004,male,25-34 years,445.0,2930079.0
Argentina,2004,male,35-54 years,599.0,4284709.0
Argentina,2004,male,5-14 years,43.0,3530061.0
Argentina,2004,male,55-74 years,500.0,2459960.0
Argentina,2004,male,75+ years,227.0,593409.0
Argentina,2005,female,15-24 years,148.0,3260468.0
Argentina,2005,female,25-34 years,104.0,3011376.0
Argentina,2005,female,35-54 years,171.0,4500787.0
Argentina,2005,female,5-14 years,21.0,3413809.0
Argentina,2005,female,55-74 years,161.0,2943135.0
Argentina,2005,female,75+ years,59.0,1101024.0
Argentina,2005,male,15-24 years,638.0,3343414.0
Argentina,2005,male,25-34 years,451.0,3004991.0
Argentina,2005,male,35-54 years,539.0,4336453.0
Argentina,2005,male,5-14 years,52.0,3528848.0
Argentina,2005,male,55-74 years,489.0,2505136.0
